"","timestamp_start","comment","label","collar_height","observation","volume_total","co2_dry_initial_value","fco2_dry","fco2_dry_lin","pa_mean","ta_mean","ch4_dry_initial_value","ch4_dry_deadband","ch4_dry_stop_time","co2_dry_deadband","co2_dry_stop_time","n2o_deadband","n2o_stop_time","n2o_initial_value","fch4_dry_lin","fch4_dry_lin_se","fch4_dry_lin_d_cdt","fco2_dry_lin_se","fco2_dry_lin_d_cdt","fn2o_lin","fn2o_lin_d_cdt","fn2o_lin_se","ts_1_mean","swc_2_mean","latitude","longitude","site","manure","topo1","rep","corn","fch4_dry_lin_r2","fco2_dry_lin_r2","fn2o_lin_r2","DateTime","Date"
"15","20230708123131.000000","VB3-1C-I","VB_17",2.5,"120.000000","5164.300000","256.240000","36.550570",21.71146,"100.750000","33.791390","1950.450000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","409.536520",-0.11102,"0.017770","-0.017890","0.066840","3.499020",96.94978,"15.616090","0.050620","24.814620","0.342670","44.015700","-73.323930","VB","DAF","low","C","I",NA,NA,NA,2023-07-08 12:31:31,2023-07-08
"16","20230708123920.000000","VB3-2A-I","VB_18",3,"120.000000","5323.300000","361.220000","13.870880",12.43478,"100.720000","35.235020","2021.366000","20.000000","120.000000","29.000000","120.000000","20.000000","120.000000","381.228380",0.4042,"0.002560","0.063440","0.011890","1.951600",21.41651,"3.359740","0.013080","25.587070","0.305760","44.016110","-73.324530","VB","DAF","high","A","I",NA,NA,NA,2023-07-08 12:39:20,2023-07-08
"17","20230708124316.000000","VB3-2A-O","VB_19",3.81,"120.000000","5581.680000","362.910000","25.633370",13.58845,"100.720000","34.506060","2017.810000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","363.709520",0.38802,"0.001950","0.057680","0.044520","2.019780",19.17622,"2.848650","0.006370","25.313810","0.342920","44.016130","-73.324520","VB","DAF","high","A","O",NA,NA,NA,2023-07-08 12:43:16,2023-07-08
"18","20230708125006.000000","VB3-2B-O","VB_20",3,"120.000000","5323.300000","378.860000","14.164850",12.03503,"100.700000","34.305900","2022.799000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","359.193990",0.21109,"0.000790","0.032800","0.019070","1.870330",17.78779,"2.763040","0.012860","25.248040","0.298250","44.016290","-73.324660","VB","DAF","high","B","O",NA,NA,NA,2023-07-08 12:50:06,2023-07-08
"19","20230708125438.000000","VB3-2B-I","VB_22",3.25,"120.000000","5402.800000","360.530000","21.079140",13.50658,"100.700000","35.385480","2015.311000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","372.397590",0.52895,"0.002960","0.081640","0.030390","2.084730",13.15077,"2.029210","0.003010","27.976240","0.362000","44.016290","-73.324640","VB","DAF","high","B","I",NA,NA,NA,2023-07-08 12:54:38,2023-07-08
"20","20230708130540.000000","VB3-2C-O","VB_23",2.88,"120.000000","5283.550000","395.760000","20.399560",14.19096,"100.690000","35.116240","2071.233000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","361.045500",0.00191,"0.000630","0.000300","0.027720","2.226750",25.58789,"4.012900","0.004730","26.165560","0.281730","44.016740","-73.324940","VB","DAF","high","C","O",NA,NA,NA,2023-07-08 13:05:40,2023-07-08
"21","20230708130948.000000","VB3-2C-I","VB_25",2.75,"120.000000","5243.800000","375.840000","29.705940",15.34669,"100.700000","35.527670","2003.943000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","370.412290",0.36905,"0.003500","0.058810","0.051860","2.445500",11.01809,"1.754530","0.006190","26.532280","0.304430","44.016720","-73.324970","VB","DAF","high","C","I",NA,NA,NA,2023-07-08 13:09:48,2023-07-08
"22","20230708134104.000000","VB2-2C-I","VB_26",2.5,"120.000000","5164.300000","410.330000","14.979240",12.3009,"100.660000","35.918460","2020.288000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","367.718790",-0.11216,"0.000570","-0.018120","0.024350","1.986860",11.84837,"1.912690","0.004500","26.029410","0.348930","44.016630","-73.326510","VB","Injection","high","C","I",NA,NA,NA,2023-07-08 13:41:04,2023-07-08
"23","20230708135128.000000","VB2-1C-I","VB_27",4,"120.000000","5641.300000","391.870000","29.412630",14.58191,"100.640000","36.093690","2011.735000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","362.119390",0.28451,"0.001500","0.042070","0.042000","2.156090",13.0243,"1.925120","0.006460","26.691810","0.377000","44.015990","-73.326460","VB","Injection","low","C","I",NA,NA,NA,2023-07-08 13:51:28,2023-07-08
"24","20230708135701.000000","VB2-1C-O","VB_28",2,"120.000000","5005.300000","402.910000","20.804900",11.3767,"100.630000","35.989580","2006.470000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","355.355460",0.23592,"0.001590","0.039130","0.046430","1.887200",7.97529,"1.322180","0.002820","27.633150","0.384000","44.016000","-73.326480","VB","Injection","low","C","O",NA,NA,NA,2023-07-08 13:57:01,2023-07-08
"25","20230708141240.000000","VB1-2A-O","VB_30",3.5,"120.000000","5482.300000","428.390000","23.041360",13.57329,"100.600000","34.494930","2008.556000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","357.694840",0.03401,"0.000750","0.005150","0.038210","2.055740",7.80588,"1.181640","0.002830","26.357820","0.356000","44.013800","-73.326450","VB","BAU","high","A","O",NA,NA,NA,2023-07-08 14:12:40,2023-07-08
"26","20230708141726.000000","VB2-1A-O","VB_31",3,"120.000000","5323.300000","344.050000","20.759610",10.40489,"100.600000","35.412550","1983.953000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","372.427870",1.0709,"0.004570","0.168100","0.028710","1.633240",13.0387,"2.045980","0.007780","25.104930","0.347000","44.013790","-73.326460","VB","Injection","low","A","O",NA,NA,NA,2023-07-08 14:17:26,2023-07-08
"27","20230708142412.000000","VB2-2A-O","VB_32",2.38,"120.000000","5124.550000","386.020000","12.326640",8.24998,"100.600000","36.045180","1997.834000","20.000000","120.000000","46.000000","120.000000","20.000000","120.000000","361.986340",0.38106,"0.001360","0.062230","0.013050","1.347290",5.95271,"0.971550","0.003220","25.113410","0.307000","44.013510","-73.326290","VB","Injection","high","A","O",NA,NA,NA,2023-07-08 14:24:12,2023-07-08
"28","20230708142730.000000","VB2-2A-I","VB_34",3,"120.000000","5323.300000","384.830000","13.035220",12.17579,"100.600000","36.505720","2001.926000","20.000000","120.000000","41.000000","120.000000","20.000000","120.000000","386.368900",0.12472,"0.000730","0.019590","0.013450","1.912110",8.57512,"1.345760","0.002500","24.578800","0.308650","44.013490","-73.326280","VB","Injection","high","A","I",NA,NA,NA,2023-07-08 14:27:30,2023-07-08
"29","20230708143733.000000","VB2-1B-I","VB_35",2.5,"120.000000","5164.300000","393.160000","19.452720",14.24254,"100.570000","33.339690","2005.909000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","409.224730",0.09183,"0.000660","0.014720","0.023530","2.283530",40.0397,"6.415840","0.030930","26.121780","0.227650","44.014330","-73.326230","VB","Injection","low","B","I",NA,NA,NA,2023-07-08 14:37:33,2023-07-08
"30","20230708144309.000000","VB2-1B-O","VB_36",2.5,"120.000000","5164.300000","407.180000","18.285170",10.89094,"100.580000","33.717320","2011.389000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","392.122540",0.09273,"0.000710","0.014860","0.029140","1.745050",9.72124,"1.557030","0.003810","26.502580","0.354900","44.014340","-73.326220","VB","Injection","low","B","O",NA,NA,NA,2023-07-08 14:43:09,2023-07-08
"31","20230708145430.000000","VB2-2B-O","VB_37",3.44,"120.000000","5462.430000","395.250000","13.966420",12.21289,"100.580000","33.709020","2024.854000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","372.685000",-0.06031,"0.000650","-0.009140","0.009380","1.849910",16.27871,"2.464490","0.006170","27.399890","0.286320","44.014770","-73.326180","VB","Injection","high","B","O",NA,NA,NA,2023-07-08 14:54:30,2023-07-08
"32","20230708145857.000000","VB2-2B-I","VB_38",2.92,"120.000000","5297.860000","375.580000","20.161590",14.73946,"100.550000","34.816120","1998.340000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","442.544820",0.251,"0.004820","0.039590","0.022500","2.324960",16.88356,"2.662120","0.005610","27.435830","0.286700","44.014770","-73.326180","VB","Injection","high","B","I",NA,NA,NA,2023-07-08 14:58:57,2023-07-08
"33","20230713093858.000000","VB3-1A-I","VB_1",2.4,"119.000000","5132.500000","453.680000","1.784830",1.61994,"100.700000","24.887550","2211.922000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","351.829000",0.02586,"0.000500","0.004050","0.002270","0.253520",1.00906,"0.157830","0.000360","21.873970","0.536000","44.017270","-73.324200","VB","DAF","low","A","I","0.402980","0.992220","0.999480",2023-07-13 09:38:58,2023-07-13
"34","20230713094617.000000","VB3-1A-O","VB_2",3,"119.000000","5323.300000","438.860000","0.061020",0.06102,"100.690000","25.116460","2154.494000","20.000000","119.000000","30.000000","119.000000","20.000000","120.000000","349.507860",0.01982,"0.000500","0.002990","0.002340","0.009220",0.08934,"0.013490","0.000390","21.511210","0.512630","44.017270","-73.324190","VB","DAF","low","A","O","0.265430","0.149610","0.925940",2023-07-13 09:46:17,2023-07-13
"35","20230713104120.000000","VB3-2C-O","VB_3",2.7,"120.000000","5227.900000","421.580000","7.451290",6.99029,"100.610000","25.532030","2090.895000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","351.632690",0.04891,"0.000450","0.007530","0.003970","1.075760",6.76332,"1.040180","0.001430","21.819900","0.376630","44.016770","-73.324980","VB","DAF","high","C","O","0.743590","0.998670","0.999810",2023-07-13 10:41:20,2023-07-13
"36","20230713104525.000000","VB3-2C-I","VB_4",2.5,"119.000000","5164.300000","422.100000","11.264680",10.00266,"100.610000","25.428070","2083.301000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","356.776030",0.13546,"0.000510","0.021130","0.006060","1.560530",6.67817,"1.041220","0.004140","21.932150","0.376650","44.016770","-73.324970","VB","DAF","high","C","I","0.945600","0.998520","0.998460",2023-07-13 10:45:25,2023-07-13
"37","20230713105431.000000","VB3-2B-I","VB_5",2.75,"120.000000","5243.800000","417.000000","7.393390",6.55228,"100.580000","25.203150","2078.743000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","361.845230",0.26044,"0.000700","0.040010","0.004070","1.006530",12.38443,"1.901060","0.004670","22.543220","0.255500","44.016310","-73.324630","VB","DAF","high","B","I","0.970910","0.998400","0.999410",2023-07-13 10:54:31,2023-07-13
"38","20230713105810.000000","VB3-2B-O","VB_6",2.75,"119.000000","5243.800000","415.520000","5.723180",5.72318,"100.570000","25.330250","2089.386000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","360.293880",-0.00351,"0.000470","-0.000540","0.002080","0.880010",8.74785,"1.344290","0.003560","22.490580","0.257000","44.016310","-73.324660","VB","DAF","high","B","O","0.013540","0.999450","0.999310",2023-07-13 10:58:10,2023-07-13
"39","20230713110433.000000","VB3-2A-I","VB_7",3,"119.000000","5323.300000","418.070000","7.131560",6.3376,"100.560000","25.898760","2095.217000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","366.425280",-0.01907,"0.000540","-0.002890","0.004800","0.961860",17.61429,"2.671700","0.010390","22.147350","0.339030","44.016140","-73.324490","VB","DAF","high","A","I","0.229160","0.997570","0.998520",2023-07-13 11:04:33,2023-07-13
"40","20230713110830.000000","VB3-2A-O","VB_8",2.7,"120.000000","5227.900000","415.310000","5.342880",4.94906,"100.550000","25.846180","2095.443000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","360.776860",-0.01316,"0.000450","-0.002030","0.003010","0.764840",8.62707,"1.332480","0.002250","22.160770","0.339440","44.016150","-73.324490","VB","DAF","high","A","O","0.170200","0.998460","0.999720",2023-07-13 11:08:30,2023-07-13
"41","20230713111628.000000","VB3-1C-I","VB_9",2.13,"118.000000","5046.640000","418.230000","13.290340",12.57282,"99.720000","25.665690","2084.581000","20.000000","118.000000","20.000000","118.000000","20.000000","120.000000","361.025640",0.11029,"0.000500","0.017660","0.010490","2.013740",10.51835,"1.683660","0.008400","21.681400","0.354910","44.015720","-73.323910","VB","DAF","low","C","I","0.929000","0.997400","0.997570",2023-07-13 11:16:28,2023-07-13
"42","20230713112006.000000","VB3-1C-O","VB_10",2.75,"120.000000","5243.800000","409.830000","9.221420",9.22142,"100.560000","25.945380","2087.056000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","353.434530",0.02316,"0.000410","0.003570","0.003460","1.420540",10.28134,"1.582810","0.003200","21.888300","0.358500","44.015730","-73.323930","VB","DAF","low","C","O","0.430800","0.999420","0.999600",2023-07-13 11:20:06,2023-07-13
"43","20230713113052.000000","VB3-1B-O","VB_11",1.9,"119.000000","4973.500000","410.910000","4.100660",3.32439,"100.540000","26.208350","2075.324000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","358.543780",0.58199,"0.000540","0.094620","0.005470","0.540470",22.36784,"3.634180","0.008880","23.047920","0.426670","44.017270","-73.323630","VB","DAF","low","B","O","0.996860","0.990060","0.999420",2023-07-13 11:30:52,2023-07-13
"44","20230713113451.000000","VB3-1B-I","VB_12",4.2,"119.000000","5704.900000","417.070000","5.972450",4.81818,"100.540000","26.010170","2068.399000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","356.060680",0.01559,"0.000470","0.002210","0.007010","0.682070",34.80512,"4.923770","0.015540","23.011640","0.426370","44.017250","-73.323650","VB","DAF","low","B","I","0.183520","0.989760","0.999020",2023-07-13 11:34:51,2023-07-13
"45","20230713121128.000000","VB2-2C-O","VB_13",3,"120.000000","5323.300000","414.550000","5.764640",5.41389,"100.460000","27.985780","2095.779000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","355.531850",0.00695,"0.000460","0.001060","0.003160","0.829140",29.31491,"4.486860","0.008800","22.302140","0.396980","44.016690","-73.326500","VB","Injection","high","C","O","0.051290","0.998580","0.999620",2023-07-13 12:11:28,2023-07-13
"46","20230713121457.000000","VB2-2C-I","VB_14",2.75,"120.000000","5243.800000","416.620000","8.057960",6.84067,"100.460000","28.326590","2093.282000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","354.415840",0.06048,"0.000510","0.009410","0.007730","1.064310",10.20296,"1.586540","0.005630","22.073540","0.401150","44.016670","-73.326530","VB","Injection","high","C","I","0.774340","0.994850","0.998770",2023-07-13 12:14:57,2023-07-13
"47","20230713123744.000000","VB2-2B-I","VB_15",2.83,"120.000000","5269.240000","409.120000","8.917040",5.78967,"100.410000","29.745700","2082.965000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","355.865530",0.00192,"0.000470","0.000300","0.013580","0.902720",17.88207,"2.786630","0.015550","22.180680","0.398350","44.014780","-73.326220","VB","Injection","high","B","I","0.004140","0.978300","0.996960",2023-07-13 12:37:44,2023-07-13
"48","20230713124115.000000","VB2-2B-O","VB_16",3,"119.000000","5323.300000","405.140000","8.843460",7.60056,"100.410000","30.383390","2086.945000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","361.230840",-0.01377,"0.000460","-0.002130","0.007940","1.176370",13.31804,"2.059940","0.003770","22.413720","0.401150","44.014770","-73.326220","VB","Injection","high","B","O","0.180970","0.995550","0.999670",2023-07-13 12:41:15,2023-07-13
"49","20230713125536.000000","VB2-1B-I","VB_17",2.3,"120.000000","5100.700000","393.210000","1.419310",1.08838,"100.400000","29.281090","2087.078000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","349.254360",0.00883,"0.000520","0.001430","0.003690","0.175610",0.90607,"0.146080","0.000400","22.252210","0.527000","44.014320","-73.326210","VB","Injection","low","B","I","0.070750","0.958550","0.999280",2023-07-13 12:55:36,2023-07-13
"50","20230713131202.000000","VB2-2A-I","VB_18",3,"119.000000","5323.300000","398.910000","10.859560",9.61036,"100.370000","32.567320","2066.020000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","352.637230",-0.00397,"0.000630","-0.000620","0.011580","1.498330",19.44828,"3.030060","0.003930","24.054760","0.365250","44.013530","-73.326280","VB","Injection","high","A","I","0.009850","0.994180","0.999840",2023-07-13 13:12:02,2023-07-13
"51","20230713131600.000000","VB2-2A-O","VB_19",2,"119.000000","5005.300000","403.370000","17.304090",6.94737,"100.350000","33.217110","2067.772000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","351.329470",-0.00635,"0.000560","-0.001060","0.041250","1.155680",5.23571,"0.870370","0.002210","23.790190","0.368230","44.013530","-73.326280","VB","Injection","high","A","O","0.035200","0.889000","0.999370",2023-07-13 13:16:00,2023-07-13
"52","20230713132938.000000","VB1-2A-I","VB_20",3.88,"120.000000","5603.140000","388.300000","10.903760",8.97189,"100.320000","31.687250","2051.168000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","366.377740",-0.01589,"0.000520","-0.002350","0.010810","1.329350",21.97855,"3.253490","0.014410","24.505010","0.392120","44.013640","-73.327260","VB","BAU","high","A","I","0.172400","0.993560","0.998080",2023-07-13 13:29:38,2023-07-13
"53","20230713133312.000000","VB1-2A-O","VB_22",3.25,"119.000000","5402.800000","406.450000","13.729450",11.9315,"100.320000","31.886890","2063.684000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","355.326940",-0.03776,"0.000530","-0.005790","0.012100","1.828900",13.66223,"2.092870","0.006000","24.613620","0.390670","44.013630","-73.327270","VB","BAU","high","A","O","0.551260","0.995730","0.999200",2023-07-13 13:33:12,2023-07-13
"54","20230713133927.000000","VB1-2B-O","VB_23",3.88,"119.000000","5603.140000","397.720000","20.781160",9.11037,"100.280000","32.116310","2063.324000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","349.236560",0.0072,"0.000600","0.001060","0.043980","1.343880",9.73075,"1.434240","0.001880","25.808750","0.317080","44.013740","-73.327850","VB","BAU","high","B","O","0.031370","0.905010","0.999830",2023-07-13 13:39:27,2023-07-13
"55","20230713134259.000000","VB1-2B-I","VB_24",3,"119.000000","5323.300000","404.430000","16.929100",11.39358,"100.280000","32.291390","2059.534000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","349.189440",0.02145,"0.000570","0.003340","0.025820","1.773430",12.70422,"1.975820","0.006180","25.382690","0.378450","44.013700","-73.327850","VB","BAU","high","B","I","0.261010","0.979650","0.999040",2023-07-13 13:42:59,2023-07-13
"56","20230713140909.000000","VB1-1B-O","VB_25",3.38,"120.000000","5444.140000","395.130000","2.781020",2.10612,"100.240000","31.692820","2057.967000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","349.784510",0.0059,"0.000470","0.000900","0.008450","0.322260",0.85357,"0.130550","0.000710","22.932060","0.560630","44.015540","-73.327470","VB","BAU","low","B","O","0.035710","0.936890","0.997130",2023-07-13 14:09:09,2023-07-13
"57","20230713143558.000000","VB1-2C-O","VB_29",4,"120.000000","5641.300000","396.460000","8.048190",6.83441,"100.170000","31.100470","2030.491000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","352.872450",-0.00241,"0.000450","-0.000350","0.008970","1.000070",12.31312,"1.800620","0.004830","25.659700","0.469550","44.016310","-73.328230","VB","BAU","high","C","O","0.006120","0.992180","0.999300",2023-07-13 14:35:58,2023-07-13
"58","20230719081505.000000","VB1-2C-O","VB_2",4.5,"119.000000","5802.830000","432.540000","1.323220",1.32322,"101.210000","22.265950","2155.055000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","361.370360",-0.03322,"0.000470","-0.004530","0.001690","0.180530",13.01578,"1.774790","0.006350","22.069690","0.462000","44.016310","-73.328240","VB","BAU","high","C","O",NA,NA,NA,2023-07-19 08:15:05,2023-07-19
"59","20230719082142.000000","VB1-2C-I","VB_3",3.8,"119.000000","5580.230000","428.000000","1.587170",1.30818,"101.210000","22.725990","2142.453000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","359.920360",0.01663,"0.000440","0.002360","0.002020","0.185830",12.42505,"1.764050","0.004760","22.118140","0.466000","44.016330","-73.328230","VB","BAU","high","C","I",NA,NA,NA,2023-07-19 08:21:42,2023-07-19
"60","20230719092329.000000","VB1-2B-I","VB_4",2.9,"120.000000","5294.030000","420.980000","3.053020",2.84228,"101.240000","24.895740","2132.617000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","371.522660",0.01044,"0.000470","0.001580","0.002490","0.429740",52.98245,"8.004930","0.009650","22.469220","0.485990","44.013710","-73.327840","VB","BAU","high","B","I",NA,NA,NA,2023-07-19 09:23:29,2023-07-19
"61","20230719092725.000000","VB1-2B-O","VB_5",2.8,"120.000000","5262.230000","430.210000","3.862240",2.05159,"101.250000","24.898320","2131.622000","20.000000","120.000000","20.000000","120.000000","48.000000","120.000000","373.079870",0.02361,"0.000430","0.003590","0.005730","0.311870",28.65409,"4.354870","0.043210","22.130890","0.486170","44.013740","-73.327840","VB","BAU","high","B","O",NA,NA,NA,2023-07-19 09:27:25,2023-07-19
